,T,P1,P2,runoff
1/4/1941,-9.1,0,0,3.12
1/5/1941,-7.1,3.6,0,3.12
1/6/1941,-5.9,0,0,3.12
1/7/1941,-2.4,0,0,3.12
1/8/1941,-3.3,0,0,3.02
1/9/1941,-7.5,0.6,0.2,2.93
1/10/1941,-9.1,0,0,2.75
1/11/1941,-5.2,0,0,2.84
1/12/1941,-6.5,0,0,2.42
1/13/1941,-7.5,0,0,2.27
1/14/1941,-6.1,0,0,2.13
1/15/1941,-7.2,0,0,2.75
1/16/1941,-6.7,1.7,3.4,2.84
1/17/1941,-7.5,0,0.2,2.75
1/18/1941,-4.7,7.2,1.7,2.5
1/19/1941,2.2,4.5,2.1,2.42
1/20/1941,2.7,0,0.3,2.42
1/21/1941,5.6,0,0,2.42
1/22/1941,3.6,0,0,2.66
1/23/1941,2.9,0,0,2.5
1/24/1941,3.6,5.2,2.2,2.42
1/25/1941,3,10,5.7,2.66
1/26/1941,3.2,3.5,1.8,2.66
1/27/1941,2.5,1,0,2.66
1/28/1941,0.1,0,0,2.58
1/29/1941,1.5,0,0,2.5
1/30/1941,2,0,0,2.75
1/31/1941,1.7,0,0.2,2.84
2/1/1941,2.3,0,5.8,2.66
2/2/1941,-0.8,0,0,2.66
2/3/1941,-0.4,0,1.2,2.58
2/4/1941,-3,3,1.6,2.58
2/5/1941,-4.7,0,0,2.5
2/6/1941,-5.4,13.1,14.7,2.35
2/7/1941,-0.3,5.7,12,2.5
2/8/1941,1.8,12.4,11.6,3.32
2/9/1941,2.8,0,0,3.66
2/10/1941,1.5,0,0,3.53
2/11/1941,1.3,0,0,3.66
2/12/1941,3,0,0,3.66
2/13/1941,3.5,16.4,7.4,3.98
2/14/1941,2.3,1.5,0,4.09
2/15/1941,2.9,0,0.4,3.98
2/16/1941,6.2,0,0,3.64
2/17/1941,1.7,0,0,3.53
2/18/1941,2,0,0,3.42
2/19/1941,1.5,0,0.4,3.12
2/20/1941,1.6,3.5,6.2,3.02
2/21/1941,-0.4,3.4,3.4,3.02
2/22/1941,-1.2,7,2.6,3.02
2/23/1941,1.2,3.4,3.6,2.93
2/24/1941,-0.4,1,4.4,2.84
2/25/1941,-0.1,0,0,2.84
2/26/1941,-1.9,0,0,2.66
2/27/1941,0.7,0,0,2.66
2/28/1941,3.9,0,0,2.93
3/1/1941,5.6,0,0,3.22
3/2/1941,5,2.5,0,3.64
3/3/1941,7.2,10.6,8.7,4.21
3/4/1941,3.6,2.2,2.2,4.69
3/5/1941,1.7,1.5,3.6,4.33
3/6/1941,2.2,0,0,4.21
3/7/1941,7.7,0,0,4.09
3/8/1941,4.3,8.4,6,5.07
3/9/1941,2.5,0,0,4.69
3/10/1941,1.4,0,0,4.57
3/11/1941,3.9,0,0,4.45
3/12/1941,3.1,0,0,4.45
3/13/1941,2.3,0,0,4.45
3/14/1941,3.4,0,0,4.82
3/15/1941,5.4,0,0,5.2
3/16/1941,6.4,0,0,5.63
3/17/1941,6.2,0,1,6.09
3/18/1941,2.1,0,0,5.93
3/19/1941,1.3,0,0,5.63
3/20/1941,3.3,0,0,5.78
3/21/1941,4.7,0,0,6.09
3/22/1941,6.5,0,0,6.24
3/23/1941,8.8,7.5,9.4,5.63
3/24/1941,2.7,1.2,1.1,5.93
3/25/1941,7.1,0,0,5.34
3/26/1941,10.4,0,0,5.48
3/27/1941,10.2,0,0,6.89
3/28/1941,9.2,3.2,3.6,8.11
3/29/1941,5.8,1.5,0,7.57
3/30/1941,6.7,0,0,6.89
3/31/1941,3.6,14.5,5.6,6.89
4/1/1941,5.7,8.2,4.6,6.56
4/2/1941,4.7,0,1.4,6.72
4/3/1941,7.3,0,0,6.4
4/4/1941,8.7,0,0.1,6.25
4/5/1941,6.2,1.6,7.2,6.4
4/6/1941,6.4,29.2,12.3,7.75
4/7/1941,2.1,7.6,4.8,8.86
4/8/1941,2.6,0,0,7.4
4/9/1941,1,0,0,6.4
4/10/1941,0.3,0,0,5.93
4/11/1941,1.7,0,0,5.48
4/12/1941,5.8,0,0,5.34
4/13/1941,9,0,0,5.34
4/14/1941,11.3,0,0,6.89
4/15/1941,8.9,10.6,8.9,9.05
4/16/1941,5.4,1,1.4,9.87
4/17/1941,8,0,0.2,8.86
4/18/1941,10.1,1,0.2,10.1
4/19/1941,7.5,0,0,10.5
4/20/1941,11.1,0,2.5,10.3
4/21/1941,10.4,0,0,11.9
4/22/1941,9.6,0,0,12.7
4/23/1941,10.3,0,0,13.9
4/24/1941,8.3,0,0,14.9
4/25/1941,5.9,3.5,0.9,14.4
4/26/1941,4.5,4.6,2.6,13.4
4/27/1941,5,1.5,0.9,11.2
4/28/1941,7.3,0,0,9.87
4/29/1941,11.4,0,0,10.5
4/30/1941,10.3,3.2,1,12.9
5/1/1941,9.5,0,0,15.2
5/2/1941,8.9,9.6,8.4,14.9
5/3/1941,5.5,4.6,0.8,14.2
5/4/1941,6.4,0,0,11.9
5/5/1941,6.4,0,0,11.4
5/6/1941,8.3,0,0,11.4
5/7/1941,8.3,0,0,11.4
5/8/1941,8.6,0,0,13.2
5/9/1941,9.6,0,0,14.6
5/10/1941,10.3,11.2,8,15.6
5/11/1941,5.1,3,1.1,14.9
5/12/1941,6.3,0,0,12.2
5/13/1941,9.2,0,0,10.9
5/14/1941,11.7,0,0,12.9
5/15/1941,14,12.2,10.2,15.9
5/16/1941,8.6,1.5,0.7,17.4
5/17/1941,10.6,0.1,0,16.2
5/18/1941,11.4,9.6,9,18
5/19/1941,7.3,20.5,16.8,24
5/20/1941,8,10,8.1,23.1
5/21/1941,8.6,6,2.6,21.3
5/22/1941,12.1,0,0,18.9
5/23/1941,12,2,10,21
5/24/1941,7.1,4.4,5,25.8
5/25/1941,10.7,0,0,20.7
5/26/1941,9.7,5,2,18.9
5/27/1941,10.9,0,0,18.6
5/28/1941,11.1,8.5,6.6,19.2
5/29/1941,11.1,1,0,23.4
5/30/1941,10.7,20,15.5,21
5/31/1941,8.6,9,6,28.8
6/1/1941,13.9,0,0,25.5
6/2/1941,16.6,0,0,27.8
6/3/1941,18.1,0,0,33.8
6/4/1941,19.4,4,2.6,46.3
6/5/1941,12.9,16.4,1.8,61
6/6/1941,12.8,0,0.3,51.2
6/7/1941,12.9,4.4,6.1,39.3
6/8/1941,13,4.5,0.3,35.8
6/9/1941,13.6,8,6.5,31.4
6/10/1941,12.4,8,3.6,38.3
6/11/1941,10.9,14.2,6.4,39
6/12/1941,11.9,11.5,7.5,37.2
6/13/1941,9.2,4,5,46
6/14/1941,11,0,0,35.8
6/15/1941,12.2,1,0,28.2
6/16/1941,15,0,0,29.2
6/17/1941,16.2,0,0,34.4
6/18/1941,18.5,0,0,40.4
6/19/1941,20.4,0,0,48.6
6/20/1941,21.3,0,0,56.5
6/21/1941,21.6,0,0,59.1
6/22/1941,21.2,0,0,58.8
6/23/1941,21.2,0,0,62.2
6/24/1941,21.9,0,0,62.2
6/25/1941,20.2,6,0,62.2
6/26/1941,19.4,3,16.5,67.4
6/27/1941,17.5,7,6.1,70.6
6/28/1941,19.4,0,0,61.8
6/29/1941,17.4,0,0,52.7
6/30/1941,16,0,0,44.3
7/1/1941,18.3,0,0,39.7
7/2/1941,17.8,0,0,38.6
7/3/1941,19.6,0,0,37.6
7/4/1941,20.5,0,0,36.9
7/5/1941,22.5,0,0,41.4
7/6/1941,22.3,0,0,48.6
7/7/1941,23.1,0,0,55
7/8/1941,23.4,0,0,59.1
7/9/1941,21.4,0,0,57.7
7/10/1941,21.4,0,0,52.7
7/11/1941,21.1,0,0,52
7/12/1941,20.7,0,0,53.8
7/13/1941,20.1,4.2,0,53.1
7/14/1941,18.5,9.5,1.5,50.5
7/15/1941,18.1,25.5,8.4,45.3
7/16/1941,13.2,17.4,13,61
7/17/1941,16.1,0,0.4,41.8
7/18/1941,17.4,0,0,34.1
7/19/1941,18.5,0.5,0.9,32.9
7/20/1941,17.3,4.5,5,32
7/21/1941,17.6,0,0,32.9
7/22/1941,17.9,0,0,29.8
7/23/1941,19.3,0,0,41.8
7/24/1941,20.2,4.2,1.6,44.6
7/25/1941,23.3,0,0,58.4
7/26/1941,19.6,6.5,9.5,58
7/27/1941,16.1,38.1,33.1,55.3
7/28/1941,16.8,0.5,1.5,66.6
7/29/1941,16.9,9,12.5,41.1
7/30/1941,12.5,10.1,6.9,51.2
7/31/1941,12,1,1,34.1
8/1/1941,14.5,1.4,0,27.8
8/2/1941,18.1,0,0,27.8
8/3/1941,17.2,32.5,9.5,34.4
8/4/1941,15.6,3,1.3,39.7
8/5/1941,15.7,20,19.5,34.1
8/6/1941,13.6,1,0,50.2
8/7/1941,11.9,6,4.4,29.8
8/8/1941,13.6,22.6,8.4,24.9
8/9/1941,13.1,7.2,9.5,40.4
8/10/1941,15.6,1,0,34.8
8/11/1941,18.6,1,0,34.4
8/12/1941,17.5,20.2,18.1,41.1
8/13/1941,14.7,0,0.6,56.9
8/14/1941,16.7,0,0,41.8
8/15/1941,19.6,0,0,42.1
8/16/1941,17.6,25.3,14.7,43.9
8/17/1941,13,0,0,58.4
8/18/1941,17.1,2,3.4,38.3
8/19/1941,15.6,11.5,1.9,43.5
8/20/1941,12.6,21.5,10.6,41.1
8/21/1941,13.9,0.5,0,36.9
8/22/1941,14.7,0,0,30.2
8/23/1941,16,5,7.1,27.1
8/24/1941,15.2,0.1,0.7,45
8/25/1941,17.4,0,0,37.2
8/26/1941,17.1,17.5,9.3,42.8
8/27/1941,14.3,0,0.5,53.8
8/28/1941,15.6,0,0,37.6
8/29/1941,15.9,15.2,7.8,31.4
8/30/1941,13,18.3,17.6,31.7
8/31/1941,11.3,5,4.5,39
9/1/1941,11.6,0,0,29.2
9/2/1941,12.1,0,0,25.5
9/3/1941,14,0,0,23.1
9/4/1941,15.4,0,0,23.4
9/5/1941,17.1,0,0,25.8
9/6/1941,17.2,0.2,0,26.1
9/7/1941,16,15.3,21.3,25.5
9/8/1941,14.1,1,2.1,34.4
9/9/1941,11.8,0,0,25.8
9/10/1941,11.2,0,0,21
9/11/1941,14,1.6,4.5,18.3
9/12/1941,9.3,10,0.7,21.3
9/13/1941,10,0,0,15.9
9/14/1941,11.4,4.5,4.1,13.7
9/15/1941,9.6,7,1.5,16.4
9/16/1941,8,0,0,15.2
9/17/1941,8.7,0,0,13.1
9/18/1941,10.6,0,0,12.7
9/19/1941,11.9,0,0,12.7
9/20/1941,10.7,0,0,12.9
9/21/1941,12.6,0,0,13.4
9/22/1941,13.6,0,0,13.7
9/23/1941,14.1,0,0,13.4
9/24/1941,14.7,0,0,12.9
9/25/1941,14.5,0,0,12.9
9/26/1941,14.3,4.2,0.6,14.7
9/27/1941,14.2,0,0,15.6
9/28/1941,15,0,0,14.2
9/29/1941,14.9,0,0,13.9
9/30/1941,12.5,5.2,0.6,13.7
10/1/1941,9.2,8.6,13.6,13.4
10/2/1941,10,0,0.4,12.7
10/3/1941,10.4,0,0,13.4
10/4/1941,12.8,0,0,13.9
10/5/1941,13.8,0,0,15.7
10/6/1941,13.4,0,0,14.9
10/7/1941,12.8,0,0,13.9
10/8/1941,12.8,0,0,12.9
10/9/1941,11.9,0,0,11.7
10/10/1941,12.4,4.2,0,10.9
10/11/1941,11.1,30.2,21.1,17.4
10/12/1941,4.7,0,1.2,20.4
10/13/1941,4.1,0,0,12.7
10/14/1941,6.5,0,0,10.5
10/15/1941,8,4,4.3,9.25
10/16/1941,7.3,0,0,8.29
10/17/1941,9.5,1,0,8.11
10/18/1941,12.5,0,2,8.11
10/19/1941,13.4,8.5,7.3,14.9
10/20/1941,9.9,0,0,14.9
10/21/1941,12.2,4,0,13.2
10/22/1941,8.1,3.6,0.5,13.4
10/23/1941,2,11.2,2.3,10.1
10/24/1941,1.6,7.1,2,8.86
10/25/1941,2,1,0,8.48
10/26/1941,1.5,12.4,4.1,7.93
10/27/1941,1.5,1,0,7.75
10/28/1941,0.6,17.4,30.1,7.57
10/29/1941,1.7,6,7.1,7.75
10/30/1941,0,0,0.6,7.4
10/31/1941,-0.7,8.5,2.5,7.06
11/1/1941,0.7,1.3,0,6.72
11/2/1941,-0.1,0.5,1.5,6.4
11/3/1941,0,0,0,6.25
11/4/1941,0,0,0,6.09
11/5/1941,-1.4,7.2,6,5.93
11/6/1941,0.3,0,0,5.78
11/7/1941,2.8,7,3.1,5.78
11/8/1941,6.1,0,0.5,5.78
11/9/1941,3.5,1.2,0,5.63
11/10/1941,4.8,0,0,6.25
11/11/1941,6.1,0,0,8.48
11/12/1941,10.6,8.2,13.2,24
11/13/1941,7.9,17.2,30.5,31.7
11/14/1941,4.7,4.7,4.3,21.6
11/15/1941,4.7,0,0,16.4
11/16/1941,4.7,0,0,12.9
11/17/1941,4.8,0,0,11.1
11/18/1941,2.1,0,0,9.65
11/19/1941,3.3,12,8.7,9.06
11/20/1941,5.4,1.6,0,10.3
11/21/1941,3.4,0,0,9.65
11/22/1941,4.7,0,0,8.86
11/23/1941,3.4,0,0,8.29
11/24/1941,4.3,0,0,7.57
11/25/1941,3.5,0,0,7.23
11/26/1941,2.8,0,0,6.89
11/27/1941,1.6,0,0,6.56
11/28/1941,0.9,0,0,6.09
11/29/1941,0.9,0,0,5.63
11/30/1941,0.4,0,0,5.48
12/1/1941,0.3,0,0,5.2
12/2/1941,-0.5,0,0,4.94
12/3/1941,-1.6,0,0,4.69
12/4/1941,0.5,0,0,4.81
12/5/1941,0.5,0,0,4.45
12/6/1941,-1.1,0,0,4.33
12/7/1941,1.7,11.2,9,4.45
12/8/1941,1.4,0,0,4.45
12/9/1941,0,0,0,4.1
12/10/1941,1,0,0,4.1
12/11/1941,0,0,0,4.1
12/12/1941,1.6,6.5,0,3.98
12/13/1941,3.4,0,0,3.98
12/14/1941,3.5,0,0,3.75
12/15/1941,3,0,0,3.86
12/16/1941,4.4,1.6,3.4,3.75
12/17/1941,1.5,2.4,6.5,3.75
12/18/1941,0.9,0,0.6,3.75
12/19/1941,-0.1,0,0,3.64
12/20/1941,-1.1,0,0,3.42
12/21/1941,-3.7,0,0,3.03
12/22/1941,0.2,0,0,3.12
12/23/1941,0,0,0,3.32
12/24/1941,-0.2,0,0,3.22
12/25/1941,3.3,9.2,11,3.32
12/26/1941,-2.8,0,0,3.22
12/27/1941,-1.5,8,17.4,3.03
12/28/1941,-7.4,0,0,2.93
12/29/1941,-9.6,0,0,2.75
12/30/1941,-4.3,0,0,2.75
12/31/1941,-1.5,0,0,3.12
1/1/1942,-3.5,0,0,2.93
1/2/1942,-3.1,0,0,2.84
1/3/1942,-1.7,0,0,3.02
1/4/1942,-0.9,0,0,2.93
1/5/1942,1.5,0,0,3.02
1/6/1942,-0.2,14,8.5,2.93
1/7/1942,-3.7,0.1,0,2.84
1/8/1942,-6.1,2.4,1.1,2.84
1/9/1942,-8.8,0,0,2.58
1/10/1942,-9.7,1.8,0,2.42
1/11/1942,-9.6,0,0.7,2.58
1/12/1942,-8.2,1.4,0,2.66
1/13/1942,-8.8,0,0,2.66
1/14/1942,-6.7,0,0,2.42
1/15/1942,-4.1,0,0,2.5
1/16/1942,-5.6,0,0,2.5
1/17/1942,-3.3,0,0,2.34
1/18/1942,-1.3,0,0,2.34
1/19/1942,-2.7,0,0,2.27
1/20/1942,-4.1,0,0,2.34
1/21/1942,-7.9,0,0,2.27
1/22/1942,-10,0,0,2.06
1/23/1942,-9,0.8,3.6,2.13
1/24/1942,0.1,18,17.2,2.34
1/25/1942,1,4.5,8.5,2.42
1/26/1942,-0.2,9,10.5,2.27
1/27/1942,-5,6,4.5,2.27
1/28/1942,0.5,2,2.1,2.27
1/29/1942,0.4,15,16.7,2.2
1/30/1942,-2.3,8.2,7.1,2.13
1/31/1942,-0.7,10.6,17.1,2.13
2/1/1942,-5.3,0,0,2.13
2/2/1942,-8.2,0,0,1.98
2/3/1942,-7.7,0.6,0.4,1.98
2/4/1942,-0.6,10.2,2.1,2.13
2/5/1942,-1.2,14,0.4,2.13
2/6/1942,-2.6,0,0,2.13
2/7/1942,-3.6,0,0,2.06
2/8/1942,-4.2,0,0,2.06
2/9/1942,-5.8,0,0,2.06
2/10/1942,-6.9,0,0,2.06
2/11/1942,-2.7,2,2.6,2.13
2/12/1942,-5.1,0,0,2.06
2/13/1942,0.1,7.5,7,1.98
2/14/1942,-2,1.5,0,2.13
2/15/1942,-4.3,7,3.5,2.06
2/16/1942,-7.4,6.1,0,2.06
2/17/1942,-6.9,0,0,1.91
2/18/1942,-4.4,0,0,1.91
2/19/1942,-5.6,0,0,1.84
2/20/1942,-4.9,0,0,1.91
2/21/1942,-2.7,0,0,1.84
2/22/1942,-0.8,0,0,1.98
2/23/1942,1.9,0,0,1.98
2/24/1942,2.5,0,0,1.98
2/25/1942,0.4,0,0,2.06
2/26/1942,0.7,0,0,2.13
2/27/1942,-0.1,0,0,2.13
2/28/1942,0.5,0,0,2.13
3/1/1942,-0.7,0,0,2.2
3/2/1942,-0.3,0,0,2.27
3/3/1942,-1.6,0,0,2.42
3/4/1942,1.9,0,0,2.58
3/5/1942,4.2,0,2.4,2.75
3/6/1942,4.2,0,0,3.53
3/7/1942,2.8,9.6,10.8,5.34
3/8/1942,-1.1,0.2,0,4.69
3/9/1942,-0.1,0,0,3.98
3/10/1942,3,7.5,3.2,4.09
3/11/1942,4,30,23.5,4.21
3/12/1942,5.2,1,0,9.25
3/13/1942,3.1,0,0,8.11
3/14/1942,3.5,0,0,7.4
3/15/1942,6.3,0,0.9,7.4
3/16/1942,5.9,0,0,7.57
3/17/1942,7.4,0,2,7.75
3/18/1942,8.9,4.5,1.1,8.67
3/19/1942,6.4,5.5,4.1,8.86
3/20/1942,7,1.5,2.2,8.48
3/21/1942,7.6,0,0,7.75
3/22/1942,8.8,0,0,7.75
3/23/1942,5.1,0,0,7.57
3/24/1942,3.2,0,0,7.23
3/25/1942,5.1,0,0,7.75
3/26/1942,8.7,0,0,8.48
3/27/1942,10.1,0,0,9.65
3/28/1942,10.8,0,3,10.3
3/29/1942,7.1,0.1,0.6,10.5
3/30/1942,6.8,1.5,1.2,9.65
3/31/1942,9.5,4.5,0.5,9.25
4/1/1942,7.1,11.2,10,11.9
4/2/1942,5.8,0,0,11.9
4/3/1942,6.6,11,19.3,9.25
4/4/1942,4.3,1,0.6,10.1
4/5/1942,7.4,4.5,5,8.48
4/6/1942,8.3,0,0,8.3
4/7/1942,9.2,11.5,13,9.06
4/8/1942,6.7,5.2,11.1,11.4
4/9/1942,7.6,0,0,10.5
4/10/1942,8.4,0,0,10.1
4/11/1942,9.6,0,0,10.1
4/12/1942,9.8,0,0,10.9
4/13/1942,9.4,0,0,12.7
4/14/1942,9.6,0,0,13.9
4/15/1942,4.8,0,0,13.9
4/16/1942,7.5,0,0,12.7
4/17/1942,5.8,0,0,11.4
4/18/1942,9.3,0,0,10.5
4/19/1942,10.4,0,0,9.25
4/20/1942,9.1,5.6,2.5,9.25
4/21/1942,9.9,3.5,1.9,10.1
4/22/1942,8.4,3.5,4.7,10.1
4/23/1942,8.8,0,0.9,10.5
4/24/1942,10.8,0,0,10.9
4/25/1942,9.8,0,2.2,12.2
4/26/1942,10.9,1.5,1.3,13.4
4/27/1942,11.1,0,0,15.2
4/28/1942,12.1,0,0,17.2
4/29/1942,4,5.5,6.6,17.4
4/30/1942,3.6,0,0,12.6
5/1/1942,2,0.2,2.6,10.5
5/2/1942,2.7,18.5,13,9.06
5/3/1942,3.6,8.5,5.6,8.48
5/4/1942,6.2,0,0,8.3
5/5/1942,9.4,0,0,9.06
5/6/1942,12.7,0,0,10.3
5/7/1942,14.5,1,4.5,12.9
5/8/1942,13.9,2.1,2,20.4
5/9/1942,11.6,9.2,1.3,16.2
5/10/1942,14.1,0,0,21.3
5/11/1942,12.9,5.2,8,22.2
5/12/1942,11.4,0,0,20.4
5/13/1942,12.4,7.6,3.4,19.8
5/14/1942,11.2,4,5.5,22.2
5/15/1942,11.6,0,0.4,25.8
5/16/1942,11.3,2,1.1,22.2
5/17/1942,13.8,0,0,22.2
5/18/1942,18,0,0,28.5
5/19/1942,18.5,0,0,39.7
5/20/1942,19.9,17.5,17.5,43.9
5/21/1942,12.8,22.2,24.3,70.1
5/22/1942,11.9,0.6,1.2,53.5
5/23/1942,13.9,0.5,0,36.6
5/24/1942,11.3,3,3.4,31.1
5/25/1942,14.2,1.5,0.4,27.9
5/26/1942,14.4,1,1,28.6
5/27/1942,17.5,0,0,31.1
5/28/1942,17.9,0,0,37.2
5/29/1942,11.4,12,12,42.2
5/30/1942,12.3,0,0,33.8
5/31/1942,12.5,10.2,8.8,26.3
6/1/1942,11.1,0,0,25.7
6/2/1942,13,0,0,22.3
6/3/1942,14.9,0,0,24.7
6/4/1942,17.4,0,0,29.9
6/5/1942,19.9,0,0,36.6
6/6/1942,19.5,0,0,41.8
6/7/1942,20.1,2.6,15.1,46
6/8/1942,16.5,13.2,7.9,61.4
6/9/1942,16.3,10.2,7,51.5
6/10/1942,17.2,1.2,0.6,53.7
6/11/1942,19.4,1.5,1.1,50.8
6/12/1942,14.8,18.2,24,53
6/13/1942,14.1,2,5.7,51.2
6/14/1942,13.6,4.6,5.7,35.6
6/15/1942,8.6,23.2,26.1,35.9
6/16/1942,11.3,0,0,30.8
6/17/1942,11,0.6,2.7,25.7
6/18/1942,12.4,0,0,23.5
6/19/1942,16.8,0,0,22.9
6/20/1942,18,0,0,30.5
6/21/1942,18.7,0,0,41.4
6/22/1942,19,0,0,45.7
6/23/1942,20.1,0,0,48.6
6/24/1942,19.8,45.2,7.6,50.1
6/25/1942,16.5,1,7.1,63.8
6/26/1942,13.4,0.5,0,46
6/27/1942,16.1,0,0,37.2
6/28/1942,16.5,0,0,32.5
6/29/1942,17,0,0,31.4
6/30/1942,19.1,0,0,33.1
7/1/1942,19.9,0.4,4,39.6
7/2/1942,17.9,17.2,13.1,48.6
7/3/1942,16.8,4.5,4.5,48.6
7/4/1942,20.2,0,0,44.6
7/5/1942,21,6,0,49.4
7/6/1942,19.5,7.2,0,54.5
7/7/1942,19.5,1.7,0,51.8
7/8/1942,17.6,1,0,51.2
7/9/1942,20.6,0,0,46.8
7/10/1942,19.3,30,25.2,52.6
7/11/1942,15,0,0,56.8
7/12/1942,14.4,5.2,3,33.8
7/13/1942,14.1,0,0.7,27.9
7/14/1942,16.2,3.2,0,24.1
7/15/1942,11.4,12.5,27.5,27.9
7/16/1942,14.5,0,0,26
7/17/1942,16.5,33.5,31.1,27.3
7/18/1942,14,10.2,4.6,51.4
7/19/1942,11.4,20.5,11.4,32.5
7/20/1942,10.2,12,15.5,35.9
7/21/1942,14.5,1.2,1,31.1
7/22/1942,16,0,2.3,32.5
7/23/1942,17.2,0,0,31.8
7/24/1942,17.4,0,0,29.9
7/25/1942,19.8,0,5,38.6
7/26/1942,20,4.5,5.2,44.3
7/27/1942,19.9,1.5,0.6,47.1
7/28/1942,18.6,0,0,45
7/29/1942,18.1,0,0,38.2
7/30/1942,18,0,0,38.6
7/31/1942,18.7,0,0,40
8/1/1942,18.7,8.3,19.1,44.6
8/2/1942,18.5,9.5,15,44.3
8/3/1942,14.5,14.2,0.6,50.1
8/4/1942,15.2,3.5,4.5,41
8/5/1942,12.1,18.2,17.1,37.6
8/6/1942,11,1,0.5,29.9
8/7/1942,14.6,0,0,23.5
8/8/1942,16.7,0,0,23.8
8/9/1942,16.2,17.5,11.1,27
8/10/1942,16.8,0,0,29.9
8/11/1942,18.2,0,0,28.6
8/12/1942,18,0,0,29.9
8/13/1942,15.6,0,0,26.3
8/14/1942,17,0.2,0,25.4
8/15/1942,17.9,0,0,26
8/16/1942,19.1,0,0,26
8/17/1942,19.3,0,0,29.9
8/18/1942,19.6,0,7.2,34.5
8/19/1942,17.2,3,6.1,37.2
8/20/1942,16.2,34.5,31.5,39.3
8/21/1942,15.5,1.2,1.2,54.9
8/22/1942,16.5,0,0,38.2
8/23/1942,16.7,40.2,62.1,41
8/24/1942,15.2,0,0,82.8
8/25/1942,16.9,0,0,47.6
8/26/1942,18.5,0,0,41.2
8/27/1942,19.5,0,0,41.5
8/28/1942,19.3,0,0,41.2
8/29/1942,19,3,1.8,46.2
8/30/1942,17.5,4.5,3.7,55.3
8/31/1942,19.9,2.5,0.2,47.2
9/1/1942,16.4,5,8.5,45.8
9/2/1942,17.5,0,1.4,39.8
9/3/1942,18.1,0,0,39.4
9/4/1942,19.2,25,1.4,38.4
9/5/1942,18.5,0,0.9,39.4
9/6/1942,18.2,8.2,22.9,39.8
9/7/1942,15.9,0,0,37.3
9/8/1942,17.3,0,0,33.9
9/9/1942,17.2,0,0,31.8
9/10/1942,17.6,0,0,32.5
9/11/1942,19,0,0,34.2
9/12/1942,19.5,0,0.2,35.9
9/13/1942,18.9,0,4.9,35.2
9/14/1942,18.2,0,0,31.8
9/15/1942,18.5,6.2,9,29.6
9/16/1942,16,0,3.7,38
9/17/1942,12.5,0,0,26
9/18/1942,12.9,0,0,21.5
9/19/1942,15,0,0,20.3
9/20/1942,16.2,0,0,21.2
9/21/1942,16.9,7,5.9,21.8
9/22/1942,10.9,12.5,15.2,29.2
9/23/1942,11.7,0,0,18.2
9/24/1942,13.1,0.4,0,16.7
9/25/1942,12.9,0.3,0.4,16.4
9/26/1942,11.5,7.2,6.9,20.6
9/27/1942,7.1,30,45.4,24.2
9/28/1942,5.8,7.2,9,21.5
9/29/1942,10.7,0,0,19.1
9/30/1942,14.4,0,0,23.6
10/1/1942,14.4,0,0,21.5
10/2/1942,14.1,0,0,20.9
10/3/1942,14.2,0,0,19.1
10/4/1942,14.6,0,0,17.6
10/5/1942,15.2,0,0,16.1
10/6/1942,14.4,0,0,17.6
10/7/1942,14.6,0,0,17.6
10/8/1942,15.4,20,24.1,16.4
10/9/1942,8.6,0,0,24.8
10/10/1942,8.6,0,0,14
10/11/1942,10.7,0,0.4,12.1
10/12/1942,8.9,0,0,10.4
10/13/1942,9.7,0,0,9.4
10/14/1942,9.4,0,0,8.64
10/15/1942,8.7,0,0,8.28
10/16/1942,11.5,0,0,8.28
10/17/1942,9.4,4.5,2.6,7.92
10/18/1942,9.8,5.4,6.3,9.2
10/19/1942,11.6,0.5,1,12.6
10/20/1942,11.1,0,0,13
10/21/1942,7,9,2.6,11
10/22/1942,5.8,7.2,13.2,9.4
10/23/1942,9.5,1.5,1,14.3
10/24/1942,8.3,0,0,12.1
10/25/1942,10.4,1,0.4,10.2
10/26/1942,10.2,0,1,10
10/27/1942,9.8,0,0,9.6
10/28/1942,10.2,0,1.1,11
10/29/1942,13.1,0,0,9.4
10/30/1942,13.7,2.5,5.9,9.8
10/31/1942,10.2,27,42.4,19.6
11/1/1942,6.9,0,0,28
11/2/1942,7.8,0,0,15.3
11/3/1942,8.1,1,0.3,12.3
11/4/1942,9.4,1,0.2,10.8
11/5/1942,10.2,2.5,2.3,11
11/6/1942,7.2,11.2,15.7,15.6
11/7/1942,5.9,0.2,0,13.3
11/8/1942,5.7,10,8.6,12.3
11/9/1942,4.5,0,0,11
11/10/1942,3.1,0,0,10
11/11/1942,2.7,0,0,9.2
11/12/1942,2.7,0,0,8.46
11/13/1942,2.2,0,0,7.74
11/14/1942,2.5,0,0,7.2
11/15/1942,1.6,0,0,7.2
11/16/1942,1.8,0,4.3,6.88
11/17/1942,0.5,10,9.3,6.72
11/18/1942,0.2,0,0,6.56
11/19/1942,0.6,0,0,6.08
11/20/1942,1.3,0,0,5.76
11/21/1942,1.1,0,0.2,5.6
11/22/1942,0.6,0,0.1,5.26
11/23/1942,0,2.5,3.2,4.94
11/24/1942,-2.3,0,0,4.8
11/25/1942,-5.4,0,0,4.38
11/26/1942,-3.4,0,0,4.38
11/27/1942,-3.4,0,0,4.38
11/28/1942,-2.7,0,0,4.26
11/29/1942,-2.1,0,0,4.13
